Source,Platform,Project,Run Number,Condition/Profile,Duration (seconds),Status
GitHub Actions API Scrape,GitHub Actions,Project C,16,Parallel,20.320416364445347,Success
GitHub Actions API Scrape,GitHub Actions,Project C,17,Parallel,18.871750270778243,Success
GitHub Actions API Scrape,GitHub Actions,Project C,18,Parallel,19.296039859471467,Success
CircleCI API Scrape,CircleCI,Project A,1,Cold,18.61521542068406,Success
CircleCI API Scrape,CircleCI,Project A,2,Cold,17.695027079124074,Success
CircleCI API Scrape,CircleCI,Project A,3,Cold,17.346694466678386,Success
CircleCI API Scrape,CircleCI,Project A,4,Cold,16.4962984306727,Success
CircleCI API Scrape,CircleCI,Project A,5,Cold,14.405426659572504,Success
CircleCI API Scrape,CircleCI,Project A,6,Cold,15.81192879791632,Success
CircleCI API Scrape,CircleCI,Project A,7,Cold,14.581617812898749,Success
CircleCI API Scrape,CircleCI,Project A,8,Cold,19.04431627737987,Success
CircleCI API Scrape,CircleCI,Project A,9,Cold,14.430462421116651,Success
CircleCI API Scrape,CircleCI,Project A,10,Cold,14.040276542367256,Success
CircleCI API Scrape,CircleCI,Project A,11,Cold,13.550614004774676,Success
CircleCI API Scrape,CircleCI,Project A,12,Cold,17.203194054823406,Success
CircleCI API Scrape,CircleCI,Project A,13,Cold,13.498694828757031,Success
CircleCI API Scrape,CircleCI,Project A,14,Cold,16.91328593770275,Success
CircleCI API Scrape,CircleCI,Project A,15,Cold,16.42970948194084,Success
CircleCI API Scrape,CircleCI,Project A,16,Cold,15.691311552587495,Success
CircleCI API Scrape,CircleCI,Project A,17,Cold,19.74098527862808,Success
CircleCI API Scrape,CircleCI,Project A,18,Cold,15.179110167545568,Success
CircleCI API Scrape,CircleCI,Project A,19,Cold,16.74509043120212,Success
CircleCI API Scrape,CircleCI,Project A,1,Warm,8.764385738533406,Success
CircleCI API Scrape,CircleCI,Project A,2,Warm,9.201572039264768,Success
CircleCI API Scrape,CircleCI,Project A,3,Warm,10.754121433282867,Success
CircleCI API Scrape,CircleCI,Project A,4,Warm,9.227959356029743,Success
CircleCI API Scrape,CircleCI,Project A,5,Warm,9.965568363026694,Success
CircleCI API Scrape,CircleCI,Project A,6,Warm,10.688408424416847,Success
CircleCI API Scrape,CircleCI,Project A,7,Warm,10.081523357765336,Success
CircleCI API Scrape,CircleCI,Project A,8,Warm,9.5848088838644,Success
CircleCI API Scrape,CircleCI,Project A,9,Warm,10.053661457917553,Success
CircleCI API Scrape,CircleCI,Project A,10,Warm,7.884886902287622,Success
CircleCI API Scrape,CircleCI,Project A,11,Warm,9.720489785476417,Success
CircleCI API Scrape,CircleCI,Project A,12,Warm,11.062710416141073,Success
CircleCI API Scrape,CircleCI,Project A,13,Warm,11.752014422675643,Success
CircleCI API Scrape,CircleCI,Project A,14,Warm,10.69554672454578,Success
CircleCI API Scrape,CircleCI,Project A,15,Warm,10.153660834018163,Success
CircleCI API Scrape,CircleCI,Project A,16,Warm,10.16763824411665,Success
CircleCI API Scrape,CircleCI,Project A,17,Warm,9.234069925370003,Success
CircleCI API Scrape,CircleCI,Project A,18,Warm,10.9622991701503,Success
CircleCI API Scrape,CircleCI,Project A,19,Warm,10.902825859233145,Success
CircleCI API Scrape,CircleCI,Project A,1,Parallel,7.569672674438766,Success
CircleCI API Scrape,CircleCI,Project A,2,Parallel,6.760263116516386,Success
CircleCI API Scrape,CircleCI,Project A,3,Parallel,8.348202337609477,Success
CircleCI API Scrape,CircleCI,Project A,4,Parallel,9.007922951638935,Success
CircleCI API Scrape,CircleCI,Project A,5,Parallel,7.641681318458525,Success
CircleCI API Scrape,CircleCI,Project A,6,Parallel,8.212965423378,Success
CircleCI API Scrape,CircleCI,Project A,7,Parallel,8.33006412914324,Success
CircleCI API Scrape,CircleCI,Project A,8,Parallel,8.791018276062736,Success
CircleCI API Scrape,CircleCI,Project A,9,Parallel,8.411066183228543,Success
CircleCI API Scrape,CircleCI,Project A,10,Parallel,7.257436134700649,Success
CircleCI API Scrape,CircleCI,Project A,11,Parallel,8.677523118447525,Success
CircleCI API Scrape,CircleCI,Project A,12,Parallel,7.761251404550224,Success
CircleCI API Scrape,CircleCI,Project A,13,Parallel,8.023313180589904,Success
CircleCI API Scrape,CircleCI,Project A,14,Parallel,8.711224707381216,Success
CircleCI API Scrape,CircleCI,Project A,15,Parallel,6.528591309327417,Success
CircleCI API Scrape,CircleCI,Project A,16,Parallel,8.690876481649358,Success
CircleCI API Scrape,CircleCI,Project A,17,Parallel,7.138727596435722,Success
CircleCI API Scrape,CircleCI,Project A,18,Parallel,7.53569361341947,Success
CircleCI API Scrape,CircleCI,Project A,19,Parallel,8.967221827657491,Success
CircleCI API Scrape,CircleCI,Project B,1,Cold,25.40348805663718,Success
CircleCI API Scrape,CircleCI,Project B,2,Cold,21.359073672551517,Success
CircleCI API Scrape,CircleCI,Project B,3,Cold,20.940845686074894,Success
CircleCI API Scrape,CircleCI,Project B,4,Cold,19.95028892648232,Success
CircleCI API Scrape,CircleCI,Project B,5,Cold,21.2902801973688,Success
CircleCI API Scrape,CircleCI,Project B,6,Cold,26.205631073852278,Success
CircleCI API Scrape,CircleCI,Project B,7,Cold,23.370957974934946,Success
CircleCI API Scrape,CircleCI,Project B,8,Cold,21.01196341556068,Success
CircleCI API Scrape,CircleCI,Project B,9,Cold,22.736187726432426,Success
CircleCI API Scrape,CircleCI,Project B,10,Cold,20.32981653073877,Success
CircleCI API Scrape,CircleCI,Project B,11,Cold,22.821403116579226,Success
CircleCI API Scrape,CircleCI,Project B,12,Cold,24.39713280836585,Success
CircleCI API Scrape,CircleCI,Project B,13,Cold,20.18174863979468,Success
CircleCI API Scrape,CircleCI,Project B,14,Cold,24.741814033609682,Success
CircleCI API Scrape,CircleCI,Project B,15,Cold,26.17162478803212,Success
CircleCI API Scrape,CircleCI,Project B,16,Cold,24.859315681272204,Success
CircleCI API Scrape,CircleCI,Project B,17,Cold,21.89824799382894,Success
CircleCI API Scrape,CircleCI,Project B,18,Cold,24.88408995468065,Success
CircleCI API Scrape,CircleCI,Project B,19,Cold,21.04930129988067,Success
CircleCI API Scrape,CircleCI,Project B,1,Warm,13.734179282911242,Success
CircleCI API Scrape,CircleCI,Project B,2,Warm,17.598505340415215,Success
CircleCI API Scrape,CircleCI,Project B,3,Warm,13.479311789011986,Success
CircleCI API Scrape,CircleCI,Project B,4,Warm,14.036588194203222,Success
CircleCI API Scrape,CircleCI,Project B,5,Warm,14.695824740662708,Success
CircleCI API Scrape,CircleCI,Project B,6,Warm,15.108838492760624,Success
CircleCI API Scrape,CircleCI,Project B,7,Warm,16.586058415910486,Success
CircleCI API Scrape,CircleCI,Project B,8,Warm,15.952954207761827,Success
CircleCI API Scrape,CircleCI,Project B,9,Warm,16.631654373056005,Success
CircleCI API Scrape,CircleCI,Project B,10,Warm,15.926364047190027,Success
CircleCI API Scrape,CircleCI,Project B,11,Warm,15.353059951839134,Success
CircleCI API Scrape,CircleCI,Project B,12,Warm,13.330177126664312,Success
CircleCI API Scrape,CircleCI,Project B,13,Warm,15.176983765276308,Success
CircleCI API Scrape,CircleCI,Project B,14,Warm,14.124640395669294,Success
CircleCI API Scrape,CircleCI,Project B,15,Warm,14.135868302311266,Success
CircleCI API Scrape,CircleCI,Project B,16,Warm,14.657691880290047,Success
CircleCI API Scrape,CircleCI,Project B,17,Warm,17.508646979040297,Success
CircleCI API Scrape,CircleCI,Project B,18,Warm,16.20486737761095,Success
CircleCI API Scrape,CircleCI,Project B,19,Warm,16.238299032013227,Success
CircleCI API Scrape,CircleCI,Project B,1,Parallel,11.918881722964157,Success
CircleCI API Scrape,CircleCI,Project B,2,Parallel,12.999645038910998,Success
CircleCI API Scrape,CircleCI,Project B,3,Parallel,12.78011845158086,Success
CircleCI API Scrape,CircleCI,Project B,4,Parallel,13.29279513084531,Success
CircleCI API Scrape,CircleCI,Project B,5,Parallel,13.834354521626267,Success
CircleCI API Scrape,CircleCI,Project B,6,Parallel,12.859568168914741,Success
CircleCI API Scrape,CircleCI,Project B,7,Parallel,13.119144962400805,Success
CircleCI API Scrape,CircleCI,Project B,8,Parallel,13.665714586158748,Success
CircleCI API Scrape,CircleCI,Project B,9,Parallel,13.407586449785779,Success
CircleCI API Scrape,CircleCI,Project B,10,Parallel,13.807842743341045,Success
CircleCI API Scrape,CircleCI,Project B,11,Parallel,10.263535554936762,Success
CircleCI API Scrape,CircleCI,Project B,12,Parallel,12.014847145164731,Success
CircleCI API Scrape,CircleCI,Project B,13,Parallel,12.844724249506804,Success
CircleCI API Scrape,CircleCI,Project B,14,Parallel,11.986771987499308,Success
CircleCI API Scrape,CircleCI,Project B,15,Parallel,11.912564110243743,Success
CircleCI API Scrape,CircleCI,Project B,16,Parallel,10.432233078825856,Success
CircleCI API Scrape,CircleCI,Project B,17,Parallel,13.661029197930201,Success
CircleCI API Scrape,CircleCI,Project B,18,Parallel,12.667079199610768,Success
CircleCI API Scrape,CircleCI,Project B,19,Parallel,12.071397726206861,Success
CircleCI API Scrape,CircleCI,Project C,1,Cold,3.857975083176291,Success
CircleCI API Scrape,CircleCI,Project C,2,Cold,2.7656218571574267,Success
CircleCI API Scrape,CircleCI,Project C,3,Cold,3.4300485178922058,Success
CircleCI API Scrape,CircleCI,Project C,4,Cold,3.1150435220106614,Success
CircleCI API Scrape,CircleCI,Project C,5,Cold,3.3093289966144295,Success
CircleCI API Scrape,CircleCI,Project C,6,Cold,1.9737185391154686,Success
CircleCI API Scrape,CircleCI,Project C,7,Cold,2.9166769419984453,Success
CircleCI API Scrape,CircleCI,Project C,8,Cold,2.7770636087111678,Success
CircleCI API Scrape,CircleCI,Project C,9,Cold,3.3429368823840866,Success
CircleCI API Scrape,CircleCI,Project C,10,Cold,4.392504833874304,Success
CircleCI API Scrape,CircleCI,Project C,11,Cold,3.761875228940193,Success
CircleCI API Scrape,CircleCI,Project C,12,Cold,3.6451149654725468,Success
CircleCI API Scrape,CircleCI,Project C,13,Cold,2.2608403177742873,Success
CircleCI API Scrape,CircleCI,Project C,14,Cold,3.1071170968226056,Success
CircleCI API Scrape,CircleCI,Project C,15,Cold,2.879745025986646,Success
CircleCI API Scrape,CircleCI,Project C,16,Cold,2.289525262016079,Success
CircleCI API Scrape,CircleCI,Project C,17,Cold,3.1608297926144506,Success
CircleCI API Scrape,CircleCI,Project C,18,Cold,3.5036620660883067,Success
CircleCI API Scrape,CircleCI,Project C,19,Cold,3.1648918262185837,Success
CircleCI API Scrape,CircleCI,Project C,1,Warm,2.2761575517023895,Success
CircleCI API Scrape,CircleCI,Project C,2,Warm,2.4047412574793223,Success
CircleCI API Scrape,CircleCI,Project C,3,Warm,1.8866415520913211,Success
CircleCI API Scrape,CircleCI,Project C,4,Warm,2.5866259663883513,Success
CircleCI API Scrape,CircleCI,Project C,5,Warm,1.742508736613098,Success
CircleCI API Scrape,CircleCI,Project C,6,Warm,1.933336926516849,Success
CircleCI API Scrape,CircleCI,Project C,7,Warm,1.9846391408772839,Success
CircleCI API Scrape,CircleCI,Project C,8,Warm,1.8682615930631958,Success
CircleCI API Scrape,CircleCI,Project C,9,Warm,1.549687629479885,Success
CircleCI API Scrape,CircleCI,Project C,10,Warm,2.3175070776242968,Success
CircleCI API Scrape,CircleCI,Project C,11,Warm,2.5564901488190754,Success
CircleCI API Scrape,CircleCI,Project C,12,Warm,2.1506751010055467,Success
CircleCI API Scrape,CircleCI,Project C,13,Warm,2.0343742629594224,Success
CircleCI API Scrape,CircleCI,Project C,14,Warm,1.88945375091577,Success
CircleCI API Scrape,CircleCI,Project C,15,Warm,2.1378029204888622,Success
CircleCI API Scrape,CircleCI,Project C,16,Warm,2.1756538049370433,Success
CircleCI API Scrape,CircleCI,Project C,17,Warm,1.9454288930940422,Success
CircleCI API Scrape,CircleCI,Project C,18,Warm,1.8190293602471712,Success
CircleCI API Scrape,CircleCI,Project C,1,Parallel,1.493614605139519,Success
CircleCI API Scrape,CircleCI,Project C,2,Parallel,1.7814377686402973,Success
CircleCI API Scrape,CircleCI,Project C,3,Parallel,1.5121941618442518,Success
CircleCI API Scrape,CircleCI,Project C,4,Parallel,1.191521455021888,Success
CircleCI API Scrape,CircleCI,Project C,5,Parallel,1.335778084816335,Success
CircleCI API Scrape,CircleCI,Project C,6,Parallel,1.180165868479682,Success
CircleCI API Scrape,CircleCI,Project C,7,Parallel,1.0862327286126487,Success
CircleCI API Scrape,CircleCI,Project C,8,Parallel,1.8019494022155853,Success
CircleCI API Scrape,CircleCI,Project C,9,Parallel,1.5349366412531098,Success
CircleCI API Scrape,CircleCI,Project C,10,Parallel,1.5926855005463871,Success
CircleCI API Scrape,CircleCI,Project C,11,Parallel,1.058711591497368,Success
CircleCI API Scrape,CircleCI,Project C,12,Parallel,1.6088318478638988,Success
CircleCI API Scrape,CircleCI,Project C,13,Parallel,1.6396591467754764,Success
CircleCI API Scrape,CircleCI,Project C,14,Parallel,1.7505887265781779,Success
CircleCI API Scrape,CircleCI,Project C,15,Parallel,1.290330532973764,Success
CircleCI API Scrape,CircleCI,Project C,16,Parallel,1.2437359412911362,Success
CircleCI API Scrape,CircleCI,Project C,17,Parallel,1.7553462900317762,Success
CircleCI API Scrape,CircleCI,Project C,18,Parallel,1.6290264761206477,Success
CircleCI API Scrape,CircleCI,Project C,19,Parallel,1.4404725824405347,Success
